,SPLIT,QED,logP,TPSA,HBD,HBA,valence,maxCharge,minCharge,jIndex,molWt,can
624241,train,0.824547781,2.8072,59.59,2,4,118,0.314568498,-0.492869959,1.75576741,320.414,COc1ccc(CNC(=O)NCCc2ccsc2)cc1OC
1458076,train,0.912207219,2.0871,75.44,1,4,126,0.249302736,-0.364497314,1.739889302,327.384,O=C(Cc1ccon1)NC(C(=O)N1CCCCC1)c1ccccc1
152796,train,0.868202807,2.25124,63.41,0,4,108,0.248024898,-0.359975459,2.281458122,298.339,Cc1noc(C)c1S(=O)(=O)N(C)Cc1ccc(F)cc1
1323586,train,0.904312087,3.4032,61.96,2,2,128,0.251647691,-0.355535874,1.57249077,326.44,CC1(C)CCC(CNC(=O)Cc2cc3ccccc3[nH]c2=O)CC1
475409,train,0.933901701,3.5418,41.99,1,2,102,0.252376845,-0.351712105,1.771279129,286.762,O=C(NCC1CC1)c1cncc(-c2ccc(Cl)cc2)c1
10210,train,0.840406242,1.5954,50.96,1,5,110,0.066113354,-0.397005898,1.891725011,297.786,Nc1cc(Cl)c(N2CCOCC2)cc1N1CCOCC1
649845,train,0.889183989,3.41328,62.12,1,3,118,0.251045787,-0.374120189,1.869706954,308.381,CC(C)OCc1ccc(CNC(=O)c2ccc(C#N)cc2)cc1
975218,train,0.92808524,3.47464,61.03,1,4,106,0.134919252,-0.496110185,2.703672696,271.364,COc1ccc(C(C)C)cc1-c1c(C)nc(C)nc1N
607544,train,0.881021482,2.3717,52.57,2,2,116,0.415909855,-0.391282168,1.862689818,302.296,O=C(NCc1ccc(C(F)(F)F)cc1)N1CCCC(O)C1
1078948,train,0.894180201,2.1095,76.02,2,4,124,0.24441182,-0.346570507,2.600432106,308.426,Cn1nc(CC(C)(C)C)cc1NC(=O)CNC(=O)C(C)(C)C
1348521,train,0.842298829,4.00862,29.54,0,2,126,0.22685048,-0.381460229,1.713060667,319.42,COC1CCC(CC(=O)N2CCCc3c(C)ccc(F)c32)CC1
805309,train,0.819520959,2.2584,49.77,1,3,110,0.22253825,-0.388042473,1.931541293,297.782,COCCCN1CC(C(O)c2ccc(Cl)cc2)CC1=O
1215607,train,0.803435223,2.68352,98.49,2,4,128,0.26153998,-0.491392242,2.354895299,348.424,CCCOc1cc(C)ccc1NS(=O)(=O)c1cccc(C(N)=O)c1
127722,train,0.890820121,2.6059,72.63,1,3,120,0.264647006,-0.483764328,2.032393596,312.369,CC(C)N(C(=O)COc1ccc(C(N)=O)cc1)c1ccccc1
262228,train,0.788557475,2.41204,75.29,1,4,124,0.246280203,-0.48955748,2.14771769,335.429,C=CCOc1ccc(CN(C)S(=O)(=O)c2c(C)n[nH]c2C)cc1
1482683,train,0.892791526,2.2164,66.59,2,3,122,0.317403401,-0.356919007,1.373100934,315.373,O=C(NCc1cc2ccccc2[nH]1)N1CCCC2(C1)OCCO2
1355413,train,0.907999287,2.9293,38.33,1,2,120,0.230444838,-0.381352838,1.807181142,309.356,O=C(NCCC1CC1)C1(c2ccc(F)cc2F)CCOCC1
1217373,train,0.716887068,1.957,93.45,3,3,126,0.314816166,-0.496768197,1.962805375,319.405,COc1ccc(C(NC(=O)NCC(C)(C)C(N)=O)C2CC2)cc1
555377,train,0.894057888,1.9105,68.54,1,4,98,0.252999844,-0.464081224,1.866931235,259.261,O=C(Nc1ccc2occc(=O)c2c1)C1CCCO1
75790,train,0.786019016,1.396,115.56,2,5,126,0.308937238,-0.455351071,1.810923415,340.401,NS(=O)(=O)c1ccc(NC(=O)COC(=O)C2CCCCC2)cc1
454102,train,0.796103812,2.0314,63.24,1,3,110,0.211836713,-0.29269532,1.854764332,303.383,O=C(CNS(=O)(=O)CCc1ccccc1)c1ccccc1
1114811,train,0.749950625,2.99012,84.73,2,5,128,0.319002929,-0.333791387,1.633334551,336.399,CCn1nnnc1-c1cccc(NC(=O)NCc2ccc(C)cc2)c1
83742,train,0.644499868,2.0523,76.66,2,4,116,0.338065135,-0.496381925,2.454745281,302.33,C=CCOC(=O)C1=C(C)NC(=O)NC1c1ccccc1OC
1307918,train,0.915831192,2.22442,62.52,1,3,102,0.248710484,-0.272491504,2.23614645,260.341,CCCC(C)CC(=O)N=c1[nH]nc2cc(C)ccn12
292579,train,0.809799197,2.7922,37.3,1,1,60,0.187204767,-0.302212282,3.23220887,299.971,O=S(O)c1cc(Br)ccc1Br
1116752,train,0.857335646,1.61072,55.2,0,5,98,0.245773357,-0.274416044,2.199487614,285.394,Cc1ccc(CN(C)S(=O)(=O)c2cnn(C)c2)s1
574522,train,0.935523476,3.58952,41.99,1,2,108,0.235681342,-0.309915996,1.873731352,284.334,Cc1cccc(NC(=O)C2(c3cccc(F)c3)CCC2)n1
973457,train,0.726048399,2.96612,51.02,0,4,122,0.274502615,-0.327023647,1.862345401,320.396,Cc1cccc(CN(Cc2ccccc2)C(=O)c2ccn(C)n2)n1
1008045,train,0.736601344,1.8552,95.57,1,9,128,0.162982925,-0.376695828,1.976338798,330.396,COCc1nc(NC(C)c2nncn2C(C)C)c2cnn(C)c2n1
181849,train,0.796612,3.12772,55.13,1,4,96,0.286891762,-0.449210591,1.774041775,272.329,Cc1ccc2oc(C(=O)NCc3cccs3)cc2n1
58554,train,0.789612867,3.342,63.99,1,4,116,0.287037223,-0.324457769,1.784340371,348.189,O=C(Cn1ncc(Cl)c(Cl)c1=O)Nc1ccc2ccccc2c1
639198,train,0.759218869,0.54,114.28,3,4,126,0.251703149,-0.381375297,1.850216319,329.356,NC(=O)C1(CNC(=O)c2cc(=O)[nH]c3ccccc23)CCOCC1
967107,train,0.895362243,2.8967,75.27,2,3,126,0.261389571,-0.351695509,1.866052329,344.436,CC(C)c1ccc(S(=O)(=O)Nc2ccc3c(c2)C(=O)NCC3)cc1
696702,train,0.616729919,2.8525,87.91,1,5,128,0.253422377,-0.361175672,1.28188586,345.362,O=C(c1ccc2[nH]ccc2c1)N1CC(c2nc(-c3ccncc3)no2)C1
457890,train,0.674439118,1.8546,75.35,3,3,100,0.222689427,-0.398728542,2.478814884,250.342,CCC(CC)C(=O)NCC(O)c1ccc(N)cc1
111154,train,0.798838989,2.58442,77.13,1,5,122,0.2632145,-0.359541352,1.832026206,327.315,Cc1cc(NC(=O)c2cccn(Cc3ccc(F)cc3)c2=O)no1
1064218,train,0.815579426,1.0359,66.48,1,4,102,0.236422279,-0.350282441,2.48662507,290.41,CCN(CC)S(=O)(=O)CC(=O)NCc1cccs1
842259,train,0.804593615,1.34864,80.4,2,6,114,0.131913791,-0.486954969,2.144225246,291.351,Cc1cccc(OCc2c(CO)nnn2CCCO)c1C
147945,train,0.92200357,2.8478,62.12,1,3,112,0.250834944,-0.49647663,1.973935423,294.354,COc1ccc(C)cc1CCNC(=O)c1cccc(C#N)c1
277080,train,0.766851851,1.4348,60.16,1,3,66,0.175096143,-0.397780017,3.327295999,250.117,CS(=O)(=O)c1ccc(Br)c(N)c1
76916,train,0.647753329,1.929,85.83,2,6,112,0.23017554,-0.353201464,2.087302028,325.825,CC(C)NC(=O)CSc1nnc(-c2cccc(Cl)c2)n1N
1579988,train,0.918575983,3.0368,53.94,1,7,102,0.205524851,-0.36035038,1.967614345,295.437,CCNc1nnc(-c2sc(N(C)C)nc2C2CC2)s1
1085533,train,0.869868731,3.3059,33.2,0,2,110,0.415919696,-0.299679049,2.13143785,294.276,CN(C(=O)Cc1cccc(C(F)(F)F)c1)c1ccccn1
538473,train,0.707704588,1.73602,97.9,0,7,122,0.293067942,-0.339069689,1.468033196,324.344,Cc1noc(C2CCN(C(=O)c3nnc4ccccc4n3)CC2)n1
1892,train,0.914052425,2.3511,60.45,1,4,98,0.255373828,-0.496622025,2.21389698,258.277,COc1ccc(NC(=O)c2ccncc2)c(OC)c1
1397369,train,0.84049159,2.07764,102.33,0,7,124,0.248703946,-0.359975456,1.688065382,338.389,Cc1noc(C)c1S(=O)(=O)N1CCCC1c1nc(C2CC2)no1
1437096,train,0.78498871,2.8727,25.36,0,4,98,0.122761371,-0.36834811,1.550643168,264.394,C1=CCC(CN2CCOC(c3nccs3)C2)CC1
40207,train,0.942386048,3.49762,59.06,1,3,100,0.262891911,-0.279475473,2.436684299,317.197,Cc1c(Cl)ccc(S(=O)(=O)Nc2ccncc2)c1Cl
915950,train,0.841969906,3.5278,42.43,0,3,114,0.253645963,-0.377773787,1.900844885,337.206,O=C(c1ccnc(-c2ccc(Cl)cc2Cl)c1)N1CCOCC1
851094,train,0.836506938,1.42318,83.95,1,5,92,0.175019144,-0.312912569,2.743849209,270.379,CC(N)(C#N)CSc1ccc(S(C)(=O)=O)cc1
1134728,train,0.784407508,1.76812,53.6,2,4,116,0.239103872,-0.382860772,2.063874722,291.395,CCC1CN(CC(=O)NCCOC)c2ccc(C)cc2N1
1193245,train,0.841258441,2.8943,56.79,1,4,132,0.257922669,-0.493132542,1.501589787,341.407,COCCc1ccc(OCC(=O)NC2CCOc3ccccc32)cc1
1005324,train,0.600278895,-0.0947,131.58,3,7,122,0.272995968,-0.383471285,1.594026543,325.332,Nc1cc(=O)[nH]c(CCNC(=O)c2cn(-c3ccccc3)nn2)n1
1182205,train,0.776007072,3.60902,62.71,2,3,120,0.228459915,-0.360659644,1.739463106,310.401,Cc1cccc2c(CC(=O)Nc3cnn(C(C)(C)C)c3)c[nH]c12
414329,train,0.736080461,3.81022,33.2,0,3,106,0.232268981,-0.315141412,1.817104378,296.395,Cc1nc(CC(=O)N(C)c2ccc3ccccc3c2)cs1
1186843,train,0.727126009,2.0824,81.67,3,4,126,0.243392532,-0.394536,1.964355786,327.384,CC(=O)Nc1ccc(NC(=O)CN(CCO)c2ccccc2)cc1
1356753,train,0.880394868,2.9788,69.04,1,5,128,0.271609027,-0.471023751,1.738906622,336.342,Cn1nc(C2CCC2)cc1NC(=O)c1cccnc1OCC(F)F
1070253,train,0.755614321,3.02776,84.22,3,2,132,0.312171055,-0.351939269,2.039967314,339.439,Cc1ccc(CNC(=O)CC(NC(N)=O)c2ccccc2C)c(C)c1
1112455,train,0.812569966,1.2247,71.53,1,4,100,0.337538577,-0.465538388,2.520540706,261.281,COC(=O)C1=C(C)N(C)C(=O)NC1c1ccccn1
209314,train,0.803092418,2.32434,64.74,1,5,112,0.243944498,-0.328066546,1.825683869,295.346,Cc1nn(-c2ccccc2)c(C)c1NC(=O)Cn1ccnc1
264129,train,0.819682443,0.8972,83.96,2,5,104,0.328290364,-0.324497289,2.084331217,291.332,CSc1cccc(NC(=O)Cn2ccc(=O)[nH]c2=O)c1
1157436,train,0.746651441,1.80822,87.3,3,3,114,0.243276252,-0.347027421,2.636996146,291.351,CCCC(=O)NCC(=O)Nc1cccc(NC(C)=O)c1C
431528,train,0.888285409,2.3885,67.43,2,3,110,0.407590783,-0.44382944,2.355297779,278.352,CC(NC(=O)CNC(=O)OC(C)(C)C)c1ccccc1
1282130,train,0.747151179,1.685,72.88,2,3,134,0.316966979,-0.396364509,2.426170977,327.469,CCC(=O)N1CCCN(C(=O)NCC(CCO)CC(C)C)CC1
1323660,train,0.797443716,1.4725,67.79,2,4,112,0.387032143,-0.434832275,2.586330098,289.278,COC(C)C(=O)NCC(O)c1cccc(OC(F)F)c1
1157108,train,0.856560792,3.4825,34.15,1,3,98,0.141897659,-0.491137426,1.621267888,254.333,c1cncc(CNc2ccccc2OCC2CC2)c1
1109853,train,0.847494426,1.65,70.14,1,5,100,0.328689679,-0.464529329,2.409092781,259.309,CCOC(=O)C(N)c1c(-c2ccccc2)cnn1C
818598,train,0.710172948,3.38732,68.46,0,6,124,0.272944285,-0.496021655,1.77925627,343.408,COc1ccccc1-c1nc(C(=O)N(C)Cc2cc(C)on2)cs1
1352996,train,0.449885165,1.8972,142.69,4,5,124,0.275670812,-0.462753282,1.59174379,336.311,NC(=O)c1n[nH]c2ccc(NC(=O)c3cc(-c4ccco4)[nH]n3)cc12
738911,train,0.859783901,2.5106,68.46,0,6,122,0.248070133,-0.420668456,1.360632475,333.413,O=C(CCc1nnc(-c2ccsc2)o1)N1CCOC2CCCC21
198185,train,0.574957614,2.94232,73.81,0,6,124,0.261160823,-0.336976437,1.684940304,336.326,Cc1ccccc1-c1noc(Cn2cnc3cc(F)ccc3c2=O)n1
1064331,train,0.781768347,3.54382,64.36,1,4,112,0.227304511,-0.493062062,1.537356498,296.326,Cc1nc2ccc(NC(=O)CCOc3ccccc3)cc2o1
1448007,train,0.936094329,3.1567,47.56,1,4,100,0.265470785,-0.495865466,2.203468539,281.308,COc1csc(C(=O)Nc2cc(F)ccc2OC)c1
644594,train,0.945822292,2.8542,67.35,1,4,114,0.32201287,-0.479513584,1.765818572,298.346,COc1ncccc1NC(=O)N1CCCC1c1ccncc1
28530,train,0.61791988,3.14762,63.47,1,5,124,0.266136479,-0.347262497,1.632923136,349.415,Cc1ccc(CNC(=O)c2cc3c(=O)n4ccccc4nc3s2)cc1
1345430,train,0.92575028,4.0394,51.22,1,4,110,0.266963553,-0.371028236,1.727525646,326.78,O=C(Nc1ccc(Cl)cc1F)c1cnc(C2CCCO2)s1
744849,train,0.849662929,1.63572,78.09,2,3,122,0.271826534,-0.350485145,1.888576958,318.352,CCN(CC(=O)NCc1ccc(F)cc1)C(=O)c1cc(C)n[nH]1
1059838,train,0.868193585,3.10352,62.3,1,4,124,0.229317156,-0.325660462,1.678581084,341.436,CSc1ccc(N2CC(C(=O)Nc3ccnc(C)c3)CC2=O)cc1
787368,train,0.838758465,2.17168,61.17,0,3,98,0.243709451,-0.206834467,3.180381625,266.366,CCc1ccc(S(=O)(=O)N(C)C(C)(C)C#N)cc1
761471,train,0.840002554,3.0035,45.67,0,4,132,0.255179676,-0.496768219,1.700173958,339.439,COc1ccc(CC2CCCN2C(=O)c2ccc(N(C)C)nc2)cc1
30817,train,0.910324784,1.9024,73.86,1,5,116,0.240504276,-0.496722072,1.742226704,321.354,COc1cccc(S(=O)(=O)NCc2ccc3c(c2)OCO3)c1
1057795,train,0.722890902,3.9647,46.92,1,4,116,0.25524335,-0.319280862,1.588107258,323.421,Cn1cc(NC(=O)c2ccc(CSc3ccccc3)cc2)cn1
362084,train,0.912781017,2.4555,59.22,1,3,110,0.417444179,-0.369379328,2.226719143,307.703,NC(=O)C1CCCN(c2ncc(C(F)(F)F)cc2Cl)C1
750253,train,0.841686242,2.9319,51.22,1,5,94,0.339726001,-0.462335594,2.094412865,262.334,CCOC(=O)c1ccccc1NCc1cncs1
1562023,train,0.938608371,2.50464,61.36,1,5,122,0.322597782,-0.321929339,1.477801725,331.445,Cc1ccc(NC(=O)N2CCN(Cc3csc(C)n3)CC2)nc1
1535582,train,0.85214468,0.59256,110.33,1,7,126,0.246458251,-0.359541491,2.152240214,341.393,Cc1cc(NC(=O)CN(C)S(=O)(=O)c2c(C)nn(C)c2C)no1
31728,train,0.882548004,2.79884,68.29,1,5,104,0.340658567,-0.465331909,2.324864385,290.344,COC(=O)c1c(NC(=O)c2ccncc2)sc(C)c1C
1571183,train,0.942391484,2.6082,64.36,1,4,116,0.273043272,-0.4932988,1.609232787,300.358,CCc1ocnc1C(=O)NCC1CCOc2ccccc2C1
297990,train,0.931535475,3.97052,38.33,1,3,114,0.251398257,-0.496463115,1.806424969,313.422,COc1cc(C(=O)NC2CCSc3ccccc32)ccc1C
213247,train,0.758172691,3.21232,46.92,1,3,122,0.250789176,-0.351705694,1.522653889,319.408,Cc1ccccc1CCNC(=O)c1ccc(Cn2cccn2)cc1
835488,train,0.826180218,2.8088,58.56,2,3,122,0.25101713,-0.496742353,1.862124931,313.397,COc1cccc(C(=O)NCC(C)(O)CCc2ccccc2)c1
1118187,train,0.86925985,2.31602,70.14,1,5,108,0.322451662,-0.45966548,2.244156945,275.352,Cc1nc2cc(COC(=O)C(C)N)ccc2n1C(C)C
912440,train,0.530250424,1.44024,77.97,0,7,108,0.284619846,-0.282265519,2.031472036,292.302,Cc1ccc(-n2ccc3c(nnc4nc(C)nn43)c2=O)cc1
164203,train,0.824450781,3.1445,59.59,2,4,116,0.243274763,-0.494579441,1.957113432,300.358,CCOc1ccccc1NCC(=O)Nc1ccccc1OC
1214957,train,0.781337091,3.6378,55.13,1,3,112,0.220408845,-0.458892839,1.583834061,294.354,CC(NC(=O)CCc1cccnc1)c1cc2ccccc2o1
525757,train,0.794388969,2.6511,47.28,1,4,104,0.109524951,-0.396362406,2.317711094,282.771,CCOCCn1c(CCCO)nc2ccc(Cl)cc21
503909,train,0.876472166,1.9701,85.33,2,4,102,0.237547701,-0.469285819,1.994523394,280.349,CC(Cc1ccco1)Nc1ccc(S(N)(=O)=O)cc1
224853,train,0.611764478,2.5829,79.18,1,5,124,0.259463336,-0.340222894,1.526042056,332.367,O=C(c1cnn2cccnc12)N1CCCC1c1nc2ccccc2[nH]1
1234313,train,0.694854329,2.9014,47.78,0,6,108,0.272855564,-0.293415997,2.019113199,325.365,CSc1nc2ncn(Cc3ccc(F)c(F)c3)c(=O)c2s1
1555831,train,0.746121485,3.5511,59.81,1,4,122,0.224203609,-0.326087947,1.505496777,340.814,O=C(CCc1cccc(Cl)c1)Nc1ccc(Cn2cncn2)cc1
1222535,train,0.890300668,2.86022,59,1,4,122,0.256978655,-0.506841306,1.953731405,315.369,COc1ccccc1OCCN(C)C(=O)c1cccc(C)c1O
804756,train,0.70968703,2.6554,61.44,2,2,122,0.315139271,-0.340928398,2.267854111,297.443,CCCCCC(C)NC(=O)NC(C)C(=O)N1CCCCC1
475707,train,0.795168214,3.90692,68.02,1,4,112,0.258507017,-0.3355124,2.077262671,295.342,Cc1noc2nc(C(C)C)cc(C(=O)Nc3ccccc3)c12
1531658,train,0.913555703,3.3192,45.15,2,3,96,0.136868019,-0.393963886,2.6194029,313.17,CC(C)(CO)Nc1ncc(Br)c2cccc(F)c12
1394681,train,0.78600235,2.75248,53.33,0,3,114,0.405532753,-0.493659694,3.076270303,304.243,COc1cccc(C(=O)N(CCC#N)CC(F)(F)F)c1F
1343993,train,0.896816628,1.4255,63.99,1,4,104,0.25350842,-0.349952323,2.046493468,263.341,CC(C)(C)NC(=O)Cn1cnc(C2CCC2)cc1=O
672225,train,0.707920995,1.5917,79.46,3,4,110,0.238801456,-0.496685212,2.738436873,279.34,CCCNC(=O)CNc1cc(OC)ccc1NC(C)=O
972769,train,0.785777374,0.4573,94.99,1,5,126,0.240676471,-0.507966216,2.048403258,340.401,CN(CC(=O)c1ccc(O)cc1)C(=O)C1CCCN1S(C)(=O)=O
1426243,train,0.860165634,2.1999,53.6,2,3,138,0.314788082,-0.378792297,1.517417905,345.487,CC(C)C(CNC(=O)NC1(C)Cc2ccccc2C1)N1CCOCC1
357715,train,0.838887206,3.8263,21.7,0,4,110,0.188969331,-0.466819642,1.588532264,321.829,Clc1cc2c(c(CN3CCc4sccc4C3)c1)OCOC2
432739,train,0.936302214,3.83712,46.92,1,3,116,0.259393621,-0.306659605,1.863454896,305.328,Cc1cc(NC(=O)c2cccc(F)c2F)n(C2CCCC2)n1
470597,train,0.643201643,2.3962,76.24,2,6,126,0.259820327,-0.496767818,1.897999574,345.424,COCCNCc1nc2scc(-c3ccc(OC)cc3)c2c(=O)[nH]1
508518,train,0.650834023,0.6484,60.15,0,6,92,0.370820262,-0.243505958,2.177760729,260.322,CC1CCCC2Sc3nc(=O)n4ncnc4c3=C12
504613,train,0.695108963,2.7954,57.01,0,5,112,0.359047439,-0.46119712,2.066935175,299.305,CCOC(=O)c1nn(Cc2ccccc2F)c2ncccc12
258769,train,0.909573227,3.08754,64.36,1,4,106,0.266170491,-0.480332556,2.042031645,274.32,CCC(Oc1ccccc1C)C(=O)Nc1cc(C)on1
1448084,train,0.875673267,1.611,84.73,2,6,120,0.3146799,-0.337732326,1.693628872,322.438,Cn1cnc(CNC(=O)NCCc2nc(C(C)(C)C)cs2)n1
1399524,train,0.863182159,2.87732,47.56,1,4,114,0.261607276,-0.492869017,1.74351028,315.394,COc1ccccc1OCC#CCNC(=O)c1cc(C)cs1
827007,train,0.742716042,3.2456,50.36,2,2,106,0.314773134,-0.496768197,2.536699333,264.369,CCCCNC(=O)NC(CC)c1ccc(OC)cc1
605366,train,0.930162205,1.8547,66.48,1,4,116,0.250564405,-0.355111519,1.922323489,336.438,CNC(=O)c1cccc(S(=O)(=O)N2CCc3sccc3C2)c1
644506,train,0.851563253,2.41612,73.22,1,5,122,0.307450498,-0.468929673,2.275163706,335.791,COC(=O)CC(NC(=O)c1cnn(C)c1C)c1ccccc1Cl
1298217,train,0.851536251,2.2708,67.43,2,3,126,0.257180918,-0.483785835,1.919051946,334.322,CNC(=O)COc1ccc(NC(=O)Cc2cccc(F)c2F)cc1
404497,train,0.790842333,1.988,77.52,1,5,120,0.257704845,-0.483787358,1.790800966,314.341,COc1cc(CNC(=O)COc2ccc(C(C)=O)cc2)ccn1
16275,train,0.367439446,2.75522,56.51,0,4,98,0.33953819,-0.426587178,2.62863007,258.273,C=CCc1c(C)c2ccc(OC(C)=O)cc2oc1=O
1276152,train,0.910958061,2.8601,47.04,1,5,100,0.205402711,-0.377836845,1.6325451,267.398,CCCc1nnc(NC2CCCC3OCCC23)s1
1170734,train,0.76284217,1.46772,88.39,2,6,112,0.271545186,-0.341570822,1.570197406,315.358,Cc1nn2cc(C(=O)NCC(=O)Nc3ccccc3)nc2s1
427441,train,0.795093436,1.5635,63.68,0,4,104,0.244235557,-0.378710662,2.438866705,303.767,CC(=O)c1ccc(Cl)c(S(=O)(=O)N2CCOCC2)c1
1528443,train,0.852337461,2.5601,54.38,2,4,110,0.217463783,-0.504246285,2.164551003,288.322,CCOc1c(O)ccc2c1C(c1cccnc1F)NCC2
428128,train,0.874751045,1.8433,67.6,1,5,130,0.225764666,-0.373718883,1.485241985,331.416,CC(C)CN1CCOC(CNC(=O)Cc2noc3ccccc23)C1
805913,train,0.765829177,3.1124,58.29,2,4,102,0.295286662,-0.423559967,1.712094241,272.279,OC(CNc1nc2ccccc2o1)c1ccccc1F
203690,train,0.939935907,2.5973,59.31,1,3,102,0.240933212,-0.46767007,2.274118137,287.287,CC(NS(=O)(=O)c1cc(F)cc(F)c1)c1ccco1
1428230,train,0.783194273,1.02104,79.01,0,7,104,0.341997436,-0.374915806,2.358748569,284.341,CCn1cc(S(=O)(=O)Oc2c(C)nn(C)c2C)cn1
803781,train,0.808623041,1.4638,67.43,2,3,98,0.324699805,-0.467697299,2.235596049,315.167,COC(=O)CNC(=O)NCCc1ccccc1Br
156201,train,0.791667619,1.61472,75.75,0,5,100,0.284884748,-0.292073717,2.412488194,267.288,Cc1nn(CC(=O)c2ccccc2)c(=O)c(C#N)c1C
617095,train,0.814499564,1.09952,77,1,5,100,0.290502812,-0.38462032,2.091851312,260.297,COCCCNC(=O)c1nnc2ccc(C)cc2n1
1499605,train,0.72900863,1.208,62.74,0,4,112,0.281326931,-0.463785899,1.93522854,289.335,CN1C(=O)C(C)(C(=O)N2CCCCC2)Oc2cccnc21
1438149,train,0.837829285,1.93142,43.6,0,4,78,0.148089437,-0.225346918,2.360999722,271.093,Cc1nnnn1Cc1c(F)cccc1Br
847407,train,0.689122439,3.1111,29.54,0,2,80,0.264298861,-0.480256968,2.686399573,310.962,CN1C(=O)COc2c(Br)c(Cl)cc(Cl)c21
1003937,train,0.901306904,3.78802,58.2,2,2,114,0.228352672,-0.324529846,2.133852314,316.788,CC(=O)Nc1ccc(Cl)cc1NC(=O)Cc1cccc(C)c1
1063843,train,0.761208296,3.599,74.85,2,4,124,0.2678439,-0.342643084,1.822984311,341.436,CC(C)c1nc(C(C)NC(=O)c2cc3ccccc3c(=O)[nH]2)cs1
123229,train,0.874058394,3.83394,29.1,1,1,98,0.261150029,-0.321318934,2.368459248,261.271,Cc1cccc(C)c1NC(=O)c1c(F)cccc1F
291747,train,0.852855437,1.969,80.32,2,5,116,0.225816015,-0.49675676,1.843922308,319.386,COc1cccc(CNC(=O)Cc2csc(NC(C)=O)n2)c1
66801,train,0.809724963,1.57282,88.41,2,4,118,0.240073506,-0.467476489,1.770405101,322.386,Cc1ccc(S(=O)(=O)NCCC(=O)NCc2ccco2)cc1
1013930,train,0.926378403,3.16224,46.92,1,3,104,0.255253384,-0.319280535,1.675509207,269.348,Cc1ccc(C(=O)Nc2cnn(CC3CC3)c2)cc1C
844659,train,0.800881377,3.75276,50.42,1,5,114,0.212562512,-0.389972892,1.930126347,313.426,Cc1cc(C)c(-c2nc3sc(C4CC4)nn3c2CO)c(C)c1
817057,train,0.829560282,1.8691,67.87,1,4,124,0.278950529,-0.453595489,2.109557365,328.434,CCN(CC)S(=O)(=O)NCC(C)(C)c1ccc2c(c1)OCO2
1561015,train,0.684385788,0.92904,104.7,3,5,130,0.268873248,-0.354113032,1.953011443,332.408,Cc1nn(C)c(C)c1-c1cc(C(=O)NCCNC(=O)C(C)C)[nH]n1
770848,train,0.890152178,2.79462,74.33,2,3,132,0.317110326,-0.335280242,1.800334729,332.448,Cc1ccc(NC(=O)C2CCN(C(=O)NC(C)C(C)C)CC2)nc1
457944,train,0.879099877,3.036,42.09,1,2,84,0.30982394,-0.465724477,2.28188178,282.137,CCOC(=O)Cc1c[nH]c2cc(Br)ccc12
990115,train,0.851431181,2.66192,51.02,0,5,118,0.22280276,-0.337845521,1.595901505,318.446,Cc1cnn(CC2CCCCN2C(=O)CCc2nccs2)c1
258802,train,0.89177921,3.4995,59.59,2,3,108,0.31903759,-0.453595475,1.575594261,349.184,O=C(NCc1ccc2c(c1)OCO2)Nc1ccccc1Br
530752,train,0.941195329,2.33696,67.23,1,4,126,0.230459763,-0.311317512,1.755669475,326.4,Cc1cc(NC(=O)C2CC(=O)N(c3cccc(C)c3C)C2)n(C)n1
375264,train,0.872584534,2.3515,63.57,1,6,122,0.349690883,-0.464772226,1.645856282,333.413,COC(=O)c1sccc1NC(=O)CN1CCn2cccc2C1C
293949,train,0.675890963,2.8186,76.89,2,7,120,0.226315524,-0.382860609,1.962037209,332.795,COCCNc1nc(Nc2cccc(Cl)c2)c2cnn(C)c2n1
1282701,train,0.874491636,3.32918,79.94,1,5,132,0.276231681,-0.489414011,2.327782972,340.427,CCCOc1cn(-c2ccccc2)nc1C(=O)NC(C#N)C(C)(C)C
1559153,train,0.927525065,2.55464,49.41,1,3,110,0.239596473,-0.348000598,1.90462191,294.42,Cc1cc(C(C)NC(=O)CN2CCCCC2=O)c(C)s1
481771,train,0.824099637,3.04618,78.91,2,3,94,0.255195178,-0.398690149,2.24238859,271.707,N#Cc1cc(N)ccc1NC(=O)c1ccc(Cl)cc1
1467214,train,0.910637826,3.1229,53.43,1,3,116,0.25529651,-0.378468587,1.998538559,339.222,CN(CCc1ccccn1)C(=O)C(O)c1cc(Cl)cc(Cl)c1
490064,train,0.856793751,3.6489,33.2,0,2,102,0.255049745,-0.331300236,1.841255094,331.213,O=C(c1ccccc1Br)N(Cc1ccncc1)C1CC1
487137,train,0.613153552,2.1047,66.92,0,4,126,0.353345599,-0.462542577,2.183615291,328.368,C=CCN1C(=O)c2ccccc2N2C(=O)CCC12C(=O)OCCC
1105700,train,0.895500414,2.1019,72.5,1,6,134,0.161181007,-0.486147287,1.405454252,344.415,CCCc1n[nH]c(C2CN(Cc3ccc4c(c3)OCCO4)CCO2)n1
254393,train,0.851813971,1.4096,49.41,1,2,90,0.255234268,-0.352540191,2.25666389,297.152,CC1C(=O)NCCN1C(=O)c1ccccc1Br
724954,train,0.868762939,1.9471,80.31,1,4,114,0.241854067,-0.223945732,3.313820302,319.448,CCCC(C)(C)NS(=O)(=O)c1ccccc1S(C)(=O)=O
117687,train,0.464466951,1.2879,112.13,2,8,122,0.340006303,-0.459319562,2.003773482,335.389,CC(C)OC(=O)c1ccccc1NC(=O)CSc1nncn1N
