,can,active,decoy
235,CCC[NH2+][C@@H](c1cccc(c1)C(F)(F)F)c2ccc(s2)Cl,0,1
236,C[NH+]1C/C(=C\c2ccc(cc2)Cl)/C3=C(C1)[C@@H](n4c(ncn4)N3)c5ccc(cc5)Cl,0,1
237,Cc1cc([nH+]c2c1cc(cc2)NC(=O)COc3ccc(cc3Cl)Cl)N4CCN(CC4)C,0,1
238,C[NH+]1CCN(CC1)[C@H](CNC(=S)Nc2ccc(c(c2)Cl)Cl)c3cccs3,0,1
239,c1ccc2c(c1)CCC[C@@H]2NC(=O)[C@@H]3CCC[NH+](C3)Cc4nc(no4)c5cccc(c5)Br,0,1
240,Cc1ccccc1OC[C@H](C[NH+](CCCOC)Cc2[nH]c(=O)c3c(csc3n2)c4ccccc4F)O,0,1
241,C[C@H](c1ccc(s1)Cl)Nc2ccc(c(n2)C#N)Cl,0,1
242,c1ccc(cc1)n2cc(cn2)C[NH+]3CCC4(CC3)C[C@@H]4C(=O)Nc5ccc(c(c5)F)F,0,1
243,COc1cc(cc(c1O)Cl)[C@@H]2C3=C(C[C@@H](CC3=O)c4ccc(cc4)Cl)Nc5ccccc5N2,0,1
244,CCc1cccc(c1)N/C(=N\C(=O)c2ccc(cc2)Br)/NCCC3=c4ccccc4=[NH+]C3,0,1
245,c1ccc(c(c1)C2(C3CC4CC(C3)CC2C4)O)NC(=O)C5CC5,0,1
246,C[C@H](c1ccco1)Nc2ccc(cc2Br)F,0,1
247,Cc1ccccc1CN([C@H]([C@@H]2CCC=CC2)C(=O)Nc3ccc(cc3)OC)C(=O)CSc4nc(cc(n4)C)C,0,1
248,Cc1cccc(c1)N(C)c2ccc(cc2N)F,0,1
249,c1cc(ncc1Br)C(=O)NC2CC2,0,1
250,COCCCNC(=O)c1c2c(sc1NC(=O)/C(=C/c3ccc(cc3Cl)Cl)/C#N)CCCC2,0,1
251,Cc1ccnc(c1)NC(=O)c2cc(cc(c2)Br)F,0,1
252,c1ccc2c(c1)nc(s2)n3c(c4c(n3)CCC4)NC(=O)c5cc(sc5Cl)Cl,0,1
253,COc1ccc(cc1[C@H](c2ccc3c(c2)CC(=O)N3)Cl)Cl,0,1
254,CCN(CC)c1ccc([nH+]c1N(CC)CC)N2CCN(CC2)C(=O)[C@]3(CCc4c(c(c(c(c4O3)C)C)O)C)C,0,1
255,c1ccc(cc1)N(c2ccccc2)Nc3c(c([nH+]cn3)Nc4ccc(cc4)I)N,0,1
256,Cc1ccc(c(c1)C)NC(=O)C2=C(n3c4ccccc4nc3N[C@H]2c5ccc(cc5)C(C)C)C,0,1
257,c1cc(ccc1/C=C/2\C(=O)N/C(=N/c3ccc(cc3)F)/S2)Cl,0,1
258,Cc1ccc2c(c1)c3c4n2CC[NH+]([C@H]4CCC3)CC(=O)N/N=C/c5ccccc5Cl,0,1
259,C[C@H](C(=O)NC(=O)N1CCC(CC1)CC(=O)N)Cl,0,1
260,COc1ccc(cc1C(F)(F)F)C(=O)N2C[C@H](C3(C2)CC[NH2+]CC3)C(=O)NC4CCCCCC4,0,1
261,CCC[NH+](Cc1[nH]c(=O)c2c(csc2n1)c3ccc(cc3C)C)C[C@](C)(C=C)O,0,1
262,c1cc(sc1)/C=N/c2ccc3c(c2)nc([nH]3)c4ccc(cc4Cl)Cl,0,1
263,Cc1ccc(c(c1)NC(=O)/C=C/c2cc3c(c(c2)Cl)OCO3)C,0,1
264,Cc1cc(ccc1Br)NC(=O)Cc2csc(n2)NC(=O)[C@H]3CC(=O)N(C3)c4ccccc4,0,1
265,c1cc(ccc1C(=O)Nc2nc3c(s2)ccc(c3Cl)Cl)C(F)(F)F,0,1
266,Cc1nccc(n1)N[C@H]2CCC[C@@H]([C@@H]2C)C,0,1
267,CC(C)n1c(cc2c1CCNC2=O)c3ccnc(n3)N,0,1
268,Cc1ccc(cc1)Cn2cccc2C3=N[C@H](CO3)CSCc4cccc(c4)C,0,1
269,C[C@@]1(Nc2ccccc2C(=O)N1Cc3ccco3)c4ccc(cc4)Br,0,1
270,CC[NH+](CC)CCN(c1nc2c(c(ccc2s1)Cl)C)C(=O)CCCSc3ccc(cc3)F,0,1
271,CNC(=O)c1cccc2c1c(ccc2)[S@@](=O)c3ccccc3,0,1
272,CCOc1cc(ccc1OCc2cccc(c2)C)C[NH2+][C@@H](C)c3ccccc3,0,1
273,Cc1ccc(cc1NC(=O)NCC2CCCC2)Cl,0,1
274,CC[NH2+][C@H](c1ccc(c(c1)Br)OC)c2cc(ccc2Br)F,0,1
275,CC1=CC(N(c2c1cc(cc2)[C@@]3(CC(N(c4c3cccc4)C(=O)C=C)(C)C)C)C(=O)c5ccc(cc5)F)(C)C,0,1
276,C[C@H]1CCC[C@@H]([C@@H]1C)NC(=O)[C@@H]2C=C(N=C2C)c3ccc(cc3)F,0,1
277,Cc1cc(c(n1C)C)C(=O)c2c(c3cccnc3s2)N,0,1
278,CC[NH2+][C@H](C)c1c(nc(s1)c2cc(c(o2)Br)Br)C,0,1
279,c1ccc(c(c1)c2nc(on2)C[NH+]3CCC(CC3)C(=O)NCCSCc4ccc(cc4)F)Cl,0,1
280,Cc1ccc(cc1)NC(=O)[C@@H](C)Sc2[nH]c(=O)c3c(c(sc3n2)C)c4ccccc4,0,1
281,C[NH+](Cc1[nH]c(=O)c2c(csc2n1)c3ccc(cc3)F)CC(=O)Nc4cccc(c4)F,0,1
282,C1COCC[NH+]1CC(=O)NCCNc2c(c(c(c(c2Cl)Cl)Cl)Cl)Cl,0,1
283,C[C@H](c1ccccc1)[NH2+]Cc2cc(c(c(c2)Br)OCc3ccc(cc3Cl)Cl)OC,0,1
284,Cc1ccccc1n2c(nnc2S[C@@H](C)C(=O)Nc3ccc(cc3)I)C,0,1
285,CCOc1ccc(cc1OCC)[C@H](C)NC(=O)C2CC[NH+](CC2)Cc3nc(no3)c4ccc(cc4)Cl,0,1
286,CCOC(=O)C1=C(NC(=O)N[C@@H]1c2ccccc2)COC(=O)[C@H](C(C)C)NC(=O)c3ccc(cc3)C,0,1
287,c1ccc2=[NH+]CC(=c2c1)[C@H](CNC(=O)c3ccc(cc3)OC(F)F)c4cccs4,0,1
288,c1cc(sc1)C(=O)[C@H]2[C@@H]([C@@H]3CSCN3[C@]24c5cc(ccc5NC4=O)F)c6ccc(cc6)Cl,0,1
289,Cc1ccc(cc1Cl)NC(=O)CCSc2ccc3ccccc3n2,0,1
290,CC1CCC(CC1)NC(=O)N2C[C@H](C[C@@H]2C(=O)[O-])O,0,1
291,Cc1c2c(n(n1)C)NC(=O)CS[C@H]2c3cccc4c3cccc4,0,1
292,c1ccc(cc1)[C@]23CSCC(=O)N2CCCN3,0,1
293,c1cc(cnc1)c2c(c(nc3c2c(=O)nc4n3ccs4)N)C#N,0,1
294,CCOc1cc(ccc1OCc2cccc(c2)Cl)C[NH2+][C@H](C)c3ccccc3,0,1
295,Cc1c(c(n(n1)c2ccccc2)Oc3ccc(cc3)OC)C[NH+](CC4CC4)C[C@H](COCC=C)O,0,1
296,COc1cc2c(cc1OC)NC3=C([C@@H]2c4ccc(c(c4)Cl)Cl)C(=O)CCC3,0,1
297,Cc1ccc(cc1)c2c(sc3c2c(=O)[nH]c(n3)C[NH+]4CCN(CC4)Cc5ccccc5F)C,0,1
298,CN(Cc1ccn[nH]1)C(=O)[C@@H]2C[C@H](C[NH+]2Cc3c(cccc3Cl)F)Sc4ccc(cc4)OC,0,1
299,Cc1ccc(cc1)C23C[C@H]4C[C@@H](C2)CC(C4)(C3)NC(=O)NCCSCc5cccs5,0,1
300,CCCOc1c(cc(cc1Cl)C[NH2+][C@H](C)C23CC4CC(C2)CC(C4)C3)OC,0,1
301,CCOc1ccc(cc1[C@@H](c2cccc(c2)I)[NH2+]C)Br,0,1
302,c1ccc(c(c1)CSc2[nH]c3ccccc3n2)Cl,0,1
303,Cc1ccc(cc1)NC(=O)/C(=C/c2ccc(s2)Cl)/C#N,0,1
304,c1ccc(cc1)[N-]S(=O)(=O)c2cc[nH+]c3c2cccc3,0,1
305,c1cc(ccc1F)S(=O)(=O)NCC2CCC(CC2)C(=O)NC[C@@H]3CCC[NH+]4[C@H]3CCCC4,0,1
306,Cc1c(c(n[nH]1)C(=O)N2CC[C@H]3CCCC[C@H]3C2)N,0,1
307,C=CCn1c2c(c(n1)C(=O)N3CCCCCC3)C[C@H](CC2)[NH2+]CCc4c[nH]c5c4cccc5,0,1
308,C[C@H]1CCCCN1C(=O)[C@@H](C)NC(=O)Nc2cccc(c2)Br,0,1
309,Cc1cccc(c1S(=O)(=O)N2CCc3c(ccs3)[C@@H]2C)N,0,1
310,Cc1cc(ccc1NC(=S)Nc2ccc(c(c2)Cl)Cl)Cl,0,1
311,Cc1nc(cc(n1)[C@H]2C[NH+]3CC[C@H]2C[C@@H]3C[NH2+]Cc4ccc(cc4)NC(=O)C)c5ccco5,0,1
312,Cc1c(sc(n1)C)[C@H](C)[NH2+][C@@H](C)c2ccc(cc2Br)Br,0,1
313,C[C@@H]1CCc2c(c(=S)sc(c2C#N)NC(=O)CCCOc3ccc(cc3Br)C(C)C)C1,0,1
314,C/C(=N/NC(=O)c1ccc(cc1Cl)Cl)/C(C)(C)C,0,1
315,CCOc1ccccc1CCNC(=O)[C@@H]2CN(CC23CC[NH2+]CC3)C(=O)c4ccc(o4)c5ccccc5,0,1
316,CCC[C@H](c1nnnn1CCc2ccccc2)[NH+](Cc3cc4cc(ccc4[nH]c3=O)C)C5CCCC5,0,1
317,CCN(CC)c1ccc2cc(/c(=[NH+]/c3cccc(c3Cl)Cl)/oc2c1)C(=S)N,0,1
318,c1csc(n1)CNC(=O)CC23C[C@H]4C[C@@H](C2)CC(C4)(C3)Br,0,1
319,CCOc1cc(cc(c1O)Br)/C=C\2/C(=O)N(C(=S)S2)NC(=O)c3ccc(cc3)Cl,0,1
320,CCC[NH2+][C@@H](c1ccc(s1)c2ccc(cc2)I)C(C)C,0,1
321,c12c(c(c(s1)Br)Br)sc(c2Br)Br,0,1
322,CC1=CC[C@H](O1)C[NH+](C)Cn2c(=S)n(c(n2)C3=c4ccccc4=[NH+]C3)c5ccc(cc5)Cl,0,1
323,c1cc(ccc1SCc2nc(c3ccsc3n2)NN)Cl,0,1
324,CCN(c1ccccc1)C(=O)c2ccc(cc2)NC(=O)CNc3cccc(c3)C(=O)NCCCOC,0,1
325,CCc1cc(=O)c2c(ccc(c2[nH]1)Cl)Cl,0,1
326,Cc1ccccc1[C@H](c2ccccc2)NC(=O)[C@@H]3CCC[NH+](C3)Cc4nc(no4)c5ccc(cc5)C(C)(C)C,0,1
327,Cc1ccn2c(c1)[nH+]c(c2NC3CCCCC3)c4ccccc4OC(=O)C5CCC5,0,1
328,CC[C@@H](C)[C@H]1C(=O)N(C2([NH2+]1)CCN(CC2)S(=O)(=O)c3cccc(c3Cl)Cl)Cc4ccccc4,0,1
329,CCc1c(c(n(n1)c2ccccc2)Oc3cccc(c3)OC)C[NH+](CC4CC4)C[C@@H](COC(C)C)O,0,1
330,Cc1ccccc1/[NH+]=c\2/n(c(cs2)c3ccc(cc3)OC)CCc4ccc(c(c4)OC)OC,0,1
331,CCN(CC)c1cc([nH+]c(n1)C)Nc2ccc(cc2)NS(=O)(=O)c3cc(ccc3Cl)Cl,0,1
332,c1cc(c(cc1Oc2nccs2)Cl)N,0,1
333,Cc1ccccc1C[NH+]2CCC(CC2)CNC(=O)c3cc4ccc5cccnc5c4[nH]3,0,1
334,Cc1cc([nH]n1)C(=O)Nc2cc(c[nH]c2=O)C(F)(F)F,0,1
335,c1ccc2c(c1)cnn(c2=O)Cc3cc(ccc3Cl)N,0,1
336,Cc1cc(c(cc1Nc2c(c(nc[nH+]2)N(C)c3ccccc3)N)Cl)[C@@H](C#N)c4ccc(cc4)Cl,0,1
337,C[C@@H]1CN(CC(O1)(C)C)C(=O)c2c(c([nH]n2)C(C)C)N,0,1
338,Cc1ccc(cc1)[C@H](CNC(=O)c2cnc(nc2Cl)SCc3ccc(cc3)F)[NH+]4CCCC4,0,1
339,c1cc(c(c(c1)Cl)C[NH+]2CCC[C@@H](C2)C(=O)Nc3ccc(cc3F)F)Cl,0,1
340,CC1(CCC[C@]2([C@H]1CC[C@]([C@H]2C[C@](C)(C=C)O)(C)O)C)C,0,1
341,C[C@@H]1CCC[C@H](C1)NC(=O)c2ccc(cc2Br)F,0,1
342,c1ccc(c(c1)[C@H]2CC(=Nc3n2c4ccccc4[nH+]3)c5cccc(c5)Br)OC(F)F,0,1
343,Cc1c(cccc1Cl)NC(=S)N(Cc2ccc(cc2)F)C3CC([NH2+]C(C3)(C)C)(C)C,0,1
344,Cn1c(cc(n1)C2CCCC2)[C@H]3C[NH+]4CC[C@@H]3C[C@@H]4CNC(=O)Nc5ccccc5,0,1
345,c1cc(ccc1[C@H]2N3[C@@H](CS2)C(=O)N(C3=S)c4ccc(cc4)Cl)Br,0,1
346,COc1ccc2=[NH+][C@H]3[C@@H](N(CCC3=c2c1)C(=O)Nc4cccc(c4)F)c5ccc(cc5)F,0,1
347,CCN(CC)c1ccc2c(c1)Oc3ccc(cc3[C@@]24c5ccccc5C(=O)O4)Nc6cccc(c6)Cl,0,1
348,Cc1cc[nH+]c(c1)N[C@@H](c2ccc(cc2)C(C)(C)C)c3ccc4cccnc4c3O,0,1
349,CCCCCCN([C@H](c1cc(ccc1Cl)[N+](=O)[O-])C(=O)NCCCC)C(=O)CNC(=O)c2ccccc2,0,1
350,c1ccc2=[NH+]CC(=c2c1)CCNC(=O)[C@H]3C=C4[NH+]=C(C=C(N4N3)C(F)(F)F)c5ccc(cc5)F,0,1
351,CC(C)c1ccc(cc1)C2=NC(=CC3=c4ccccc4=[NH+][C@H]32)C(=O)NCc5ccccc5,0,1
352,Cc1ccsc1CNC(=O)[C@H]2CN(CC23CC[NH2+]CC3)C(=O)c4ccc(o4)c5ccc(cc5)F,0,1
353,c1ccc2c(c1)CC[C@H](C2)Nc3ccc4c(c3N)ncs4,0,1
354,Cc1cc([nH+]c2c1cc(cc2)NC(=O)CCC(=O)Nc3ccc(cc3Cl)F)N4C[C@H](C[C@@H](C4)C)C,0,1
355,Cc1c(sc(n1)Nc2ccc(cc2Cl)F)C(=O)C,0,1
356,CCOCCn\1c2ccc(cc2s/c1=N\C(=O)CCCSc3ccc(cc3)Cl)S(=O)(=O)N,0,1
357,Cc1ccc(o1)[C@H](C)[NH2+]Cc2cc(c(c(c2)Br)OC)Br,0,1
358,Cc1c(sc(n1)N)C(=O)N[C@@H]2CCC[C@@H](C2)C,0,1
359,CC1=CC(=C)NC(=O)[C@H]1C2=CC(=NCCN2)C(F)(F)F,0,1
360,CCCCSc1nc2n(n1)[C@@H](C(=C(N2)C)C(=O)Nc3ccc(cc3)C)c4ccc(cc4Cl)Cl,0,1
361,c1ccc(cc1)[C@@]2([C@@H]3[C@H]4C[C@H]5[C@@H]3[C@]6([C@@H]2[C@@H]4[C@@H]5[C@@H]6Br)O)O,0,1
362,C[C@@H](c1ccc(cc1)NS(=O)(=O)C)[NH2+]Cc2ccc(o2)c3ccc(cc3)C(F)(F)F,0,1
363,Cc1ccc(cc1)N\2C(=O)[C@H](S/C2=C(\C#N)/C(=O)Nc3ccc(cc3)Cl)Cc4ccccc4Cl,0,1
364,Cc1cccc(c1)C[NH+]2CCC(CC2)CNC(=O)c3cc4c(n3C)c5ccccc5[nH]c4=O,0,1
365,CC[NH+](CC)c1ccc(cc1)NC(=O)CSc2nc([nH]n2)N/N=C/c3cccc(c3)Oc4ccccc4,0,1
366,Cc1c(sc(n1)c2ccc(cc2)Cl)C(=O)NC3CC([NH2+]C(C3)(C)C)(C)C,0,1
367,c1cc(ccc1CNC(=O)c2c(nccn2)C(=O)Nc3ccc(cc3)SC4CCCC4)F,0,1
368,Cc1cc(c2ccc(cc2n1)F)C(=O)Nc3ccc(cc3)S(=O)(=O)/N=C/4\CCCCCN4,0,1
369,CC(C)(C#Cc1ccc(cc1)C[NH+]2CCC3(CC2)C[C@H]3C(=O)NCCC4=CCCCC4)O,0,1
370,C[C@@H](CC(=O)N1CCC2(CC1)[NH2+][C@H](CS2)C(=O)NCc3cccc(c3)C(F)(F)F)CC(C)(C)C,0,1
371,C[NH2+][C@H](c1ccc(c(c1)Br)OC)c2ccc(cc2Cl)Br,0,1
372,Cc1cccc(n1)Cn2cnc3c(c2=O)c4c(s3)C[C@@H](CC4)NC5c6ccccc6-c7c5cccc7,0,1
373,COc1ccccc1/C=C/c2c(n3cccc(c3[nH+]2)OCc4ccccc4)NC5CCCCC5,0,1
374,COc1ccc(cc1)[C@H](C(=O)Nc2ccc(cc2)OC)N(Cc3ccco3)C(=O)CC4=c5ccccc5=[NH+]C4,0,1
375,C/C(=C/C(=O)NC1(CC1)c2ccc(c(c2)Cl)Cl)/C3CC3,0,1
376,COc1ccc2ccccc2c1/C=N/N3[C@@H](N=[NH+]C3=S)c4ccc(cc4Cl)Cl,0,1
377,Cc1ccc2=[NH+]CC(=c2c1)CCN3C[C@H](CC3=O)C(=O)N[C@@H]4Nc5c(cccc5S4)C,0,1
378,Cc1cc(c(cc1Cl)C)S(=O)(=O)NC[C@@H](c2ccc(cc2)N(C)C)[NH+]3CCCC3,0,1
379,C[C@H](C/C(=C(/C#N)\C(=O)Nc1ccccc1Cl)/[O-])C(C)(C)C,0,1
380,c1cc(ccc1[C@@H](CO)Nc2ccc(cc2)Br)Cl,0,1
381,Cc1ccc(cc1)[C@@H](c2cc(sc2NC(=O)c3ccccc3)C)Nc4cc(cc[nH+]4)C,0,1
382,CN(c1cccc(c1)F)c2ccc(cc2N)F,0,1
383,Cc1cccc(c1NC(=S)N(CCCn2cc[nH+]c2)Cc3ccccc3Cl)Cl,0,1
384,CC(C)[C@@H](C[NH+](CCCOC)CC(=O)N(CCc1c[nH]c2c1cccc2)Cc3ccc(cc3)C(C)(C)C)O,0,1
385,Cc1c(n2ccccc2n1)[C@@H]3NC(=Nc4n3c5ccccc5n4)N,0,1
386,c1ccn2c(c1)nc(c2N)c3cccc(c3)Br,0,1
387,c1ccc(cc1)C[C@@H](C[NH+](Cc2ccco2)Cc3[nH]c(=O)c4c5c(sc4n3)CCCC5)O,0,1
388,c1ccc(c(c1)C[NH2+]C2C3CC4CC(C3)CC2C4)OCc5ccc(cc5)F,0,1
389,CCc1ccc2c(c1)cc(c(=O)[nH]2)[C@H](c3nnnn3C(C)(C)C)[NH+](Cc4ccccc4)Cc5ccc(cc5)F,0,1
390,c1ccc(c(c1)C(=O)NC2CCCCC2)NC(=O)[C@@H]3CCC[NH+](C3)Cc4ccc(cc4)Br,0,1
391,Cc1cccc2c1[nH]c(cc2=O)CSc3ccccc3NC(=O)c4cccc(c4)Cl,0,1
392,c1cc(cc(c1)NC(=O)c2ccc(cc2Cl)Cl)C(=O)Nc3ccc(c(c3)Cl)F,0,1
393,c1ccc(cc1)[C@H]2CC[C@@H](C[NH+]2Cc3ccc(cc3F)F)C(=O)NCc4cccc(c4)C(F)(F)F,0,1
394,C[C@H](c1ccccc1N[C@H](c2cccs2)C(C)C)O,0,1
395,CC1(Cc2c(sc3c2c(nc(n3)SC)NNC(=O)c4ccccc4Br)CO1)C,0,1
396,Cc1c(c2c(s1)ncn(c2=O)[C@H](C)C(=O)Nc3ccc(cc3)Cl)c4ccc(cc4)Br,0,1
397,C[C@@H]1C[C@H](CN(C1)C(=O)CN2CC[NH+](CC2)CC(=O)N[C@@H](c3ccc(cc3)F)c4cccs4)C,0,1
398,Cc1cc(ccc1[C@@H](C)Oc2cc(sc2C(=O)N)c3cnc4n3cccc4)C[NH2+]C(C)(C)C,0,1
399,C[C@H]1CC[C@@H]([C@@H](C1)OC(=O)CSc2[nH]c3ccccc3n2)C(C)(C)C,0,1
400,c1ccc(cc1)[C@@H]([C@H]2c3cccc4c3c(ccc4)C2=O)Nc5ccccc5,0,1
401,Cn1c(nnn1)SCC[NH2+]Cc2cc(ccc2OCc3ccc(cc3Cl)Cl)Br,0,1
402,c1ccc(cc1)[C@@H](c2cccs2)NC(=O)[C@@H]3CCC=CC3,0,1
403,CCc1ccccc1N/C(=N\C(=O)c2ccccc2C)/NCCC3=c4ccccc4=[NH+]C3,0,1
404,Cc1c(cccc1Cl)N2[C@@]3(c4ccccc4[C@H](S3)c5ccccc5)SC(=N2)C(=O)C,0,1
405,c1ccc(cc1)CNC(=O)c2ccc(o2)C[NH+](Cc3ccccc3)Cc4ccc(cc4)C(F)(F)F,0,1
406,Cc1cccc(c1)S(=O)(=O)[C@H]2c3c(nc4ccccc4n3)N([C@H]2N)/N=C/C5=c6ccccc6=[NH+]C5,0,1
407,CC[NH2+][C@@H](c1ccc(o1)Br)c2cc(sc2Br)Br,0,1
408,CC1(CC(CC([NH2+]1)(C)C)NC(=O)Cc2csc3n2cc(n3)c4ccc(cc4)F)C,0,1
409,Cc1ccc(c(c1)Br)NC(=O)[C@H](C)[NH+]2CCN(CC2)C/C=C/c3ccccc3,0,1
410,CCCSc1ccc(c(c1)NC(=O)C[NH+](CC)CC(=O)Nc2c(cccc2Cl)Cl)[N+](=O)[O-],0,1
411,c1ccc(c(c1)Sc2ccc(c3c2cccn3)N)Cl,0,1
412,c1ccc(cc1)C2=c3cc(ccc3=[NH+]C(=O)[C@@H]2Nc4ccc(cc4)Cl)Cl,0,1
413,CC(C)CCSc1nnc2n1c3c(c4c(s3)C[NH+](CC4)Cc5ccccc5)c(=O)n2c6ccccc6,0,1
414,C[C@@H]1CCCc2c1c(c(c(c2c3ccc(cc3)C(C)C)C#N)N)C#N,0,1
415,c1ccc(cc1)CSc2ncc(c(n2)Cl)C(=O)NC[C@@H](c3cccs3)[NH+]4CCCC4,0,1
416,Cc1ccc(c(c1)F)NC(=S)Nc2ccc(cc2C)Cl,0,1
417,Cc1cc(n(n1)C(C)(C)C)C(=O)N2C[C@@H](C3(C2)CC[NH2+]CC3)C(=O)NC[C@H](c4ccc(cc4)OC)[NH+](C)C,0,1
418,CCC[NH2+][C@@H](C)c1ccc(s1)c2c(cc(cc2Cl)Br)Cl,0,1
419,CCN(CC)c1ccc(cc1)[C@H]2C3=C(C[C@@H](CC3=O)c4ccc(cc4)C)Nc5ccccc5N2,0,1
420,Cc1ccccc1C[NH+]2CCC[C@@H](C2)C(=O)NC34CC5CC(C3)CC(C5)C4,0,1
421,CC1(CC[C@@H](c2c1cccc2)Nc3cccc(c3)Cl)C,0,1
422,c1ccc2=N/C(=N\S(=O)(=O)c3cccc(c3)Cl)/[C@H]([NH+]=c2c1)Nc4cc(cc(c4)Cl)Cl,0,1
423,c1cc(cc(c1)Cl)c2nc([nH]n2)SCc3ccc(c(c3)Cl)Cl,0,1
424,Cc1ccc(c(c1)NC(=S)N(Cc2ccccc2F)C3CC([NH2+]C(C3)(C)C)(C)C)Cl,0,1
425,CCOc1ccc(cc1OCC)C(=O)/N=C(/NCCC2=c3ccccc3=[NH+]C2)\Nc4ccc(cc4)F,0,1
426,Cc1cc(cc(c1)NC(=O)[C@@H]2[C@H]3C=C[C@@]4([C@@H]2C(=O)N([C@@H]4C(=O)N[C@@H]5CCC[C@@H]([C@@H]5C)C)CCC[NH+](C)C)O3)C,0,1
427,CC[NH+]1CCc2c(sc(c2CNC(=O)Nc3ccccc3Cl)n4cccc4)C1,0,1
428,Cc1ccc(cc1)N/C(=N\C(=O)c2ccc(cc2)Br)/NCCC3=c4ccccc4=[NH+]C3,0,1
429,C[C@@H]1CC(=O)Nc2ccccc2N1C(=O)C[NH+](C)[C@@H](C)C(=O)Nc3ccc(cc3C(F)(F)F)Cl,0,1
430,CN(c1cccc(c1)F)c2ccc(cc2F)C(=S)N,0,1
431,c1ccc2=[NH+]CC(=c2c1)CCNC(=O)c3ccccc3NC(=O)c4ccc(cc4)Cl,0,1
432,CC(C)(C)CC(C)(C)NC(=O)[C@H](C(c1ccccc1)c2ccccc2)N(Cc3ccco3)C(=O)c4ccco4,0,1
433,CCC[NH2+][C@H](c1ccc(cc1Br)F)c2cc(ccc2Br)Br,0,1
434,Cc1c(nn(c1C)c2c3ccccc3ncc2C(=S)N)C,0,1
435,C[C@H](C12CC3CC(C1)CC(C3)C2)NC(=O)C(=O)Nc4ccc(c(c4)F)F,0,1
436,Cc1ccc(cc1C)N[C@@H]2c3ccccc3NC2=O,0,1
437,C[C@@H](c1ccc(cc1F)F)NC(=O)Nc2cccc(c2)Cl,0,1
438,CCC[NH2+][C@@H](c1ccc(c(c1)Br)OC)c2cc(cnc2)Br,0,1
439,CCc1cccc(c1NC(=O)[C@H](CC)S[C@@H]2[NH+]=c3cccnc3=[NH+]2)C,0,1
440,CCOc1cc(cc(c1OCc2ccc(cc2)Cl)CC=C)/C=N/NC(=O)Cc3csc(n3)N,0,1
441,CC[C@H](C)NC(=O)c1ccccc1NC(=O)C2CC[NH+](CC2)Cc3c(cccc3Cl)F,0,1
442,C[C@@H]1C[C@H](C[NH+](C1)Cc2ccccc2CNC(=O)Cn3c4ccccc4c(=O)c5c3cccc5)C,0,1
443,c1ccc(cc1)[C@@H](c2cccs2)NC(=O)C[NH+]3CCN(CC3)C(=O)c4cccs4,0,1
444,CCONC[C@@H](c1ccc(cc1)c2ccccc2)N3CC[NH2+][C@@H](C3)S(=O)(=O)Oc4ccccc4,0,1
445,c1ccc(cc1)COC(=O)N[C@@H](CC2=c3ccccc3=[NH+]C2)C(=O)NC4CCCCCC4,0,1
446,c1cc(ccc1SCC(=[NH2+])NS(=O)(=O)c2cc(cc(c2)Cl)Cl)Cl,0,1
447,Cc1cc(ccc1Br)/N=C\2/NC(CS2)(C)C,0,1
448,c1ccc(c(c1)NC(=O)NCc2cccn2Cc3cccc(c3)F)Br,0,1
449,CC[C@H](c1c2c(sc1n3cccc3)C[NH+](CC2)CC)NC(=O)Nc4cc(c(cc4OC)OC)Cl,0,1
450,C[C@@]12CC[C@@](C1(C)C)(CC2=O)C(=O)Nc3cccc(c3Cl)Cl,0,1
451,C[C@H]1CCCC[C@H]1OCc2ccc(cc2F)C(=S)N,0,1
452,c1ccc2=[NH+]CC(=c2c1)C[C@@H](C(=O)Nc3ccc(cc3)CC#N)NC(=O)c4ccccc4Cl,0,1
453,C/C=C/C=C/C=C\C(=O)N[C@H]([C@H](C)[NH3+])C(=O)O[C@@H]([C@@H]1C(=O)NCC(=O)N1)C2=C3C=CC(=C[C@@H]3N=C2)Cl,0,1
454,CC[NH2+][C@@H](c1cccc(c1)OC(F)F)c2cc(sc2Br)Br,0,1
455,C[C@@H]1CCC2=C3C(=NC(=NC3=O)[C@@H](C)Nc4cc(ccc4Sc5ccccc5)Cl)S[C@@H]2C1,0,1
456,CCc1ccc(cc1)[C@@H](C)NC(=O)[C@H]2CN(CC23CC[NH2+]CC3)C(=O)COc4cccc(c4)Cl,0,1
457,Cc1ccc(cc1)[C@H](c2cccs2)NC(=O)CN3C(=O)[C@@](NC3=O)(C)c4ccc(cc4)C(C)(C)C,0,1
458,CCCCC[C@@H](C(=O)NC1CCCCC1)N(Cc2ccco2)C(=O)[C@H]3CCCN3C(=O)OCc4ccccc4,0,1
459,CC1(CC2=C([C@H](C(=C3N2c4ccccc4C(=[NH+]3)N)C#N)c5cccc(c5)Cl)C(=O)C1)C,0,1
460,Cc1cc(c(cc1Br)Br)S(=O)(=O)NC(C)C,0,1
461,CCc1ccc(s1)[C@H]2C3=C(C[C@H](CC3=O)c4ccc(c(c4)OC)OC)Nc5ccccc5N2,0,1
462,Cc1cc[nH+]c(c1)N[C@@H](c2ccccc2Cl)c3c4c(sc3NC(=O)c5ccco5)CCCC4,0,1
463,CCOc1ccccc1NC(=O)Nc2cc(cc3=C([C@H]([NH+]=c32)C(=O)N4CCOCC4)c5ccccc5)C,0,1
